gene_name,hsa00010:Glycolysis / Gluconeogenesis,hsa00020:Citrate cycle (TCA cycle),hsa00071:Fatty acid degradation,hsa00190:Oxidative phosphorylation,hsa00270:Cysteine and methionine metabolism,hsa00480:Glutathione metabolism,hsa00620:Pyruvate metabolism,hsa01100:Metabolic pathways,hsa01200:Carbon metabolism,hsa01212:Fatty acid metabolism,hsa01230:Biosynthesis of amino acids,hsa03040:Spliceosome,hsa03050:Proteasome,hsa03320:PPAR signaling pathway,hsa04141:Protein processing in endoplasmic reticulum,hsa04142:Lysosome,hsa04144:Endocytosis,hsa04216:Ferroptosis,hsa04217:Necroptosis,hsa04260:Cardiac muscle contraction,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa04530:Tight junction,hsa04714:Thermogenesis,hsa04810:Regulation of actin cytoskeleton,hsa04922:Glucagon signaling pathway,hsa04932:Non-alcoholic fatty liver disease,hsa04962:Vasopressin-regulated water reabsorption,hsa04974:Protein digestion and absorption,hsa05010:Alzheimer disease,hsa05012:Parkinson disease,hsa05014:Amyotrophic lateral sclerosis,hsa05016:Huntington disease,hsa05017:Spinocerebellar ataxia,hsa05020:Prion disease,hsa05022:Pathways of neurodegeneration - multiple diseases,hsa05100:Bacterial invasion of epithelial cells,hsa05130:Pathogenic Escherichia coli infection,hsa05131:Shigellosis,hsa05132:Salmonella infection,hsa05146:Amoebiasis,hsa05203:Viral carcinogenesis,hsa05205:Proteoglycans in cancer,hsa05208:Chemical carcinogenesis - reactive oxygen species,hsa05230:Central carbon metabolism in cancer,hsa05415:Diabetic cardiomyopathy,hsa05418:Fluid shear stress and atherosclerosis
COL1A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
COL3A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
COL1A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
COL5A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL6A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPRS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMK2D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
SARS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
