gene_name,accession_id,gene_name_bait,accession_id_bait,P01106_model_1_multimer_score(iptm+ptm),P01106_model_1_multimer_score(iptm),P01106_model_1_multimer_score(ptm)
TPM3,P06753,MYC,P01106,0.28400000095367434,0.2800000011920929,0.3
LANCL1,O43813,MYC,P01106,0.23599999713897707,0.1599999964237213,0.54
LAMTOR1,Q6IAA8,MYC,P01106,0.14799999618530274,0.12999999523162842,0.22
MAP7D1,Q3KQU3,MYC,P01106,0.15000000047683718,0.14000000059604645,0.19
RTN4,Q9NQC3,MYC,P01106,0.18200000143051148,0.17000000178813934,0.23
SMIM4,Q8WVI0,MYC,P01106,0.1660000047683716,0.15000000596046448,0.23
PCBP2,Q15366,MYC,P01106,0.1559999978542328,0.11999999731779099,0.3
DCXR,Q7Z4W1,MYC,P01106,0.16799999952316286,0.10999999940395355,0.4
SDC2,P34741,MYC,P01106,0.1660000047683716,0.15000000596046448,0.23
HNRNPH1,P31943,MYC,P01106,0.14999999618530274,0.12999999523162842,0.23
DDB1,Q16531,MYC,P01106,0.26599999713897704,0.1599999964237213,0.69
TOMM22,Q9NS69,MYC,P01106,0.2080000023841858,0.20000000298023224,0.24
ARHGEF2,Q92974,MYC,P01106,0.22400000572204593,0.18000000715255737,0.4
TRPT1,Q86TN4,MYC,P01106,0.276,0.25,0.38
DDRGK1,Q96HY6,MYC,P01106,0.11600000286102297,0.09000000357627869,0.22
PSMD4,P55036,MYC,P01106,0.14999999952316284,0.10999999940395355,0.31
SRP14,P37108,MYC,P01106,0.14999999618530274,0.12999999523162842,0.23
MARVELD1,Q9BSK0,MYC,P01106,0.2439999990463257,0.2199999988079071,0.34
ORMDL3,Q8N138,MYC,P01106,0.14599999952316284,0.10999999940395355,0.29
CISD2,Q8N5K1,MYC,P01106,0.34000000381469725,0.3700000047683716,0.22
LMNA,P02545,MYC,P01106,0.12999999952316285,0.10999999940395355,0.21
DNAJA1,P31689,MYC,P01106,0.1500000011920929,0.10000000149011612,0.35
CCDC127,Q96BQ5,MYC,P01106,0.11799999856948853,0.07999999821186066,0.27
HSPE1,P61604,MYC,P01106,0.15199999618530274,0.12999999523162842,0.24
FAM162A,Q96A26,MYC,P01106,0.1240000011920929,0.10000000149011612,0.22
SCAMP3,O14828,MYC,P01106,0.1639999978542328,0.11999999731779099,0.34
EMILIN1,Q9Y6C2,MYC,P01106,0.2040000023841858,0.20000000298023224,0.22
HSP90AB1,P08238,MYC,P01106,0.22400000047683719,0.14000000059604645,0.56
CCT4,P50991,MYC,P01106,0.2019999978542328,0.11999999731779099,0.53
TXNDC5,Q8NBS9,MYC,P01106,0.15399999618530275,0.12999999523162842,0.25
TIMP3,P35625,MYC,P01106,0.22399999809265136,0.1899999976158142,0.36
CTSD,P07339,MYC,P01106,0.22599999713897706,0.1599999964237213,0.49
KRAS,P01116,MYC,P01106,0.44000000667572026,0.46000000834465027,0.36
SERPINC1,P01008,MYC,P01106,0.1939999978542328,0.11999999731779099,0.49
LASP1,Q14847,MYC,P01106,0.1920000057220459,0.18000000715255737,0.24
GSTP1,P09211,MYC,P01106,0.24599999475479128,0.20999999344348907,0.39
VCL,P18206,MYC,P01106,0.24600000476837158,0.15000000596046448,0.63
DPY19L1,Q2PZI1,MYC,P01106,0.28400000238418577,0.20000000298023224,0.62
UFL1,O94874,MYC,P01106,0.1699999978542328,0.11999999731779099,0.37
LETM1,O95202,MYC,P01106,0.2580000023841858,0.20000000298023224,0.49
NDUFA4L2,Q9NRX3,MYC,P01106,0.14999999618530274,0.12999999523162842,0.23
MDH2,P40926,MYC,P01106,0.18799999785423283,0.11999999731779099,0.46
LOX,P28300,MYC,P01106,0.2639999957084656,0.23999999463558197,0.36
DNAJB11,Q9UBS4,MYC,P01106,0.3120000095367432,0.30000001192092896,0.36
KTN1,Q86UP2,MYC,P01106,0.16800000476837157,0.15000000596046448,0.24
SCARB2,Q14108,MYC,P01106,0.37400001049041753,0.33000001311302185,0.55
COPG1,Q9Y678,MYC,P01106,0.2679999947547913,0.20999999344348907,0.5
TAGLN,Q01995,MYC,P01106,0.13800000119209288,0.10000000149011612,0.29
BANF1,O75531,MYC,P01106,0.1260000011920929,0.10000000149011612,0.23
NAP1L4,Q99733,MYC,P01106,0.4740000076293946,0.49000000953674316,0.41
CAPZA1,P52907,MYC,P01106,0.2700000033378601,0.23000000417232513,0.43
