gene_name,accession_id,gene_name_bait,accession_id_bait,P18846_model_1_multimer_score(iptm+ptm),P18846_model_1_multimer_score(iptm),P18846_model_1_multimer_score(ptm)
RRBP1,Q9P2E9,ATF1,P18846,0.1620000047683716,0.15000000596046448,0.21
THRAP3,Q9Y2W1,ATF1,P18846,0.16599999713897706,0.1599999964237213,0.19
ACAA2,P42765,ATF1,P18846,0.20400000119209288,0.10000000149011612,0.62
RBM14,Q96PK6,ATF1,P18846,0.14799999618530274,0.12999999523162842,0.22
SRSF3,P84103,ATF1,P18846,0.1439999978542328,0.11999999731779099,0.24
EWSR1,Q01844,ATF1,P18846,0.1379999978542328,0.11999999731779099,0.21
SRSF7,Q16629,ATF1,P18846,0.1240000011920929,0.10000000149011612,0.22
PDF,Q99988,ATF1,P18846,0.2479999957084656,0.23999999463558197,0.28
U2AF1,Q01081,ATF1,P18846,0.20999999713897705,0.1599999964237213,0.41
SRSF1,Q07955,ATF1,P18846,0.33000000286102293,0.3400000035762787,0.29
LSM14A,Q8ND56,ATF1,P18846,0.14399999618530274,0.12999999523162842,0.2
NCL,P19338,ATF1,P18846,0.1479999978542328,0.11999999731779099,0.26
PUF60,Q9UHX1,ATF1,P18846,0.15199999952316284,0.10999999940395355,0.32
SNRPD3,P62318,ATF1,P18846,0.2919999933242798,0.28999999165534973,0.3
LUC7L2,Q9Y383,ATF1,P18846,0.28800000000000003,0.25,0.44
SNRPD2,P62316,ATF1,P18846,0.27399999237060546,0.25999999046325684,0.33
SRRM1,Q8IYB3,ATF1,P18846,0.17999999713897707,0.1599999964237213,0.26
CRLF1,O75462,ATF1,P18846,0.3039999923706055,0.25999999046325684,0.48
PTGES,O14684,ATF1,P18846,0.17999999618530277,0.12999999523162842,0.38
PHB,P35232,ATF1,P18846,0.1600000011920929,0.10000000149011612,0.4
CAV1,Q03135,ATF1,P18846,0.10600000023841859,0.07000000029802322,0.25
NDUFA10,O95299,ATF1,P18846,0.23600000143051147,0.17000000178813934,0.5
TMEM135,Q86UB9,ATF1,P18846,0.19200000119209293,0.10000000149011612,0.56
CRTAP,O75718,ATF1,P18846,0.22000000047683718,0.14000000059604645,0.54
DLAT,P10515,ATF1,P18846,0.17199999618530276,0.12999999523162842,0.34
PFKP,Q01813,ATF1,P18846,0.2419999978542328,0.11999999731779099,0.73
SNRNP70,P08621,ATF1,P18846,0.14000000119209288,0.10000000149011612,0.3
SNRNP27,Q8WVK2,ATF1,P18846,0.1260000011920929,0.10000000149011612,0.23
DDX46,Q7L014,ATF1,P18846,0.30600000858306886,0.27000001072883606,0.45
CAVIN1,Q6NZI2,ATF1,P18846,0.1240000011920929,0.10000000149011612,0.22
ASPH,Q12797,ATF1,P18846,0.24799999809265139,0.1899999976158142,0.48
NDUFS1,P28331,ATF1,P18846,0.6139999866485596,0.5799999833106995,0.75
ACADVL,P49748,ATF1,P18846,0.24400000047683718,0.14000000059604645,0.66
HNRNPL,P14866,ATF1,P18846,0.1900000047683716,0.15000000596046448,0.35
RTCB,Q9Y3I0,ATF1,P18846,0.4999999904632568,0.44999998807907104,0.7
SAMHD1,Q9Y3Z3,ATF1,P18846,0.20799999952316284,0.10999999940395355,0.6
ILF3,Q12906,ATF1,P18846,0.22400000572204593,0.18000000715255737,0.4
ILF2,Q12905,ATF1,P18846,0.22200000047683718,0.14000000059604645,0.55
