gene_name,accession_id,gene_name_bait,accession_id_bait,P42574_model_1_multimer_score(iptm+ptm),P42574_model_1_multimer_score(iptm),P42574_model_1_multimer_score(ptm)
ARPC2,O15144,CASP3,P42574,0.16600000286102295,0.09000000357627869,0.47
RALY,Q9UKM9,CASP3,P42574,0.22800000143051147,0.17000000178813934,0.46
SERPINE2,P07093,CASP3,P42574,0.28999999475479127,0.20999999344348907,0.61
CAPNS1,P04632,CASP3,P42574,0.17999999952316287,0.10999999940395355,0.46
COX16,Q9P0S2,CASP3,P42574,0.2179999978542328,0.11999999731779099,0.61
FUS,P35637,CASP3,P42574,0.3120000095367432,0.30000001192092896,0.36
CLPTM1L,Q96KA5,CASP3,P42574,0.18999999952316285,0.10999999940395355,0.51
NAT14,Q8WUY8,CASP3,P42574,0.17800000119209292,0.10000000149011612,0.49
MATR3,P43243,CASP3,P42574,0.18999999713897706,0.1599999964237213,0.31
ARL6IP4,Q66PJ3,CASP3,P42574,0.2879999923706055,0.25999999046325684,0.4
RTRAF,Q9Y224,CASP3,P42574,0.18399999952316284,0.10999999940395355,0.48
MARVELD1,Q9BSK0,CASP3,P42574,0.20599999618530274,0.12999999523162842,0.51
LUC7L2,Q9Y383,CASP3,P42574,0.20799999713897707,0.1599999964237213,0.4
COX7A2,P14406,CASP3,P42574,0.3019999947547913,0.20999999344348907,0.67
NDUFAF2,Q8N183,CASP3,P42574,0.18000000286102297,0.09000000357627869,0.54
ILK,Q13418,CASP3,P42574,0.16400000286102295,0.09000000357627869,0.46
HNRNPA3,P51991,CASP3,P42574,0.16999999952316286,0.10999999940395355,0.41
UQCRQ,O14949,CASP3,P42574,0.24200000047683717,0.14000000059604645,0.65
SERBP1,Q8NC51,CASP3,P42574,0.20799999713897707,0.1599999964237213,0.4
DDX21,Q9NR30,CASP3,P42574,0.3240000009536743,0.2800000011920929,0.5
COX20,Q5RI15,CASP3,P42574,0.2139999978542328,0.11999999731779099,0.59
CRIPT,Q9P021,CASP3,P42574,0.4220000114440918,0.36000001430511475,0.67
LYAR,Q9NX58,CASP3,P42574,0.4619999990463257,0.4699999988079071,0.43
DCAKD,Q8WVC6,CASP3,P42574,0.18399999952316284,0.10999999940395355,0.48
LARP1B,Q659C4,CASP3,P42574,0.17000000047683717,0.14000000059604645,0.29
SMIM20,Q8N5G0,CASP3,P42574,0.2859999980926514,0.1899999976158142,0.67
COX6C,P09669,CASP3,P42574,0.26199999713897704,0.1599999964237213,0.67
ADD1,P35611,CASP3,P42574,0.3340000104904175,0.33000001311302185,0.35
NEDD4,P46934,CASP3,P42574,0.18400000476837158,0.15000000596046448,0.32
MAP7D1,Q3KQU3,CASP3,P42574,0.3240000104904175,0.33000001311302185,0.3
SDF4,Q9BRK5,CASP3,P42574,0.18199999952316284,0.10999999940395355,0.47
DNAJA1,P31689,CASP3,P42574,0.3099999933242798,0.28999999165534973,0.39
AGPAT2,O15120,CASP3,P42574,0.18399999952316284,0.10999999940395355,0.48
AGPAT1,Q99943,CASP3,P42574,0.19999999618530273,0.12999999523162842,0.48
DSG1,Q02413,CASP3,P42574,0.23200000238418578,0.20000000298023224,0.36
DDX41,Q9UJV9,CASP3,P42574,0.20999999618530274,0.12999999523162842,0.53
MACROH2A1,O75367,CASP3,P42574,0.1620000011920929,0.10000000149011612,0.41
RAB29,O14966,CASP3,P42574,0.20599999618530274,0.12999999523162842,0.51
SEMG1,P04279,CASP3,P42574,0.3879999885559082,0.38999998569488525,0.38
DDX17,Q92841,CASP3,P42574,0.20600000047683717,0.14000000059604645,0.47
LMNA,P02545,CASP3,P42574,0.16799999618530276,0.12999999523162842,0.32
ATP5MF,P56134,CASP3,P42574,0.22999999618530276,0.12999999523162842,0.63
TAGLN,Q01995,CASP3,P42574,0.23199999713897707,0.1599999964237213,0.52
AP1B1,Q10567,CASP3,P42574,0.20399999618530273,0.12999999523162842,0.5
VKORC1L1,Q8N0U8,CASP3,P42574,0.18400000119209292,0.10000000149011612,0.52
EIF2B4,Q9UI10,CASP3,P42574,0.17600000119209291,0.10000000149011612,0.48
DHX8,Q14562,CASP3,P42574,0.22200000047683718,0.14000000059604645,0.55
CCT3,P49368,CASP3,P42574,0.22600000047683716,0.14000000059604645,0.57
TVP23B,Q9NYZ1,CASP3,P42574,0.2200000047683716,0.15000000596046448,0.5
DDX28,Q9NUL7,CASP3,P42574,0.23000000047683716,0.14000000059604645,0.59
SCO1,O75880,CASP3,P42574,0.2000000004768372,0.14000000059604645,0.44
RDH11,Q8TC12,CASP3,P42574,0.1999999978542328,0.11999999731779099,0.52
P4HA1,P13674,CASP3,P42574,0.2119999978542328,0.11999999731779099,0.58
LOX,P28300,CASP3,P42574,0.2559999990463257,0.2199999988079071,0.4
CDC42,P60953,CASP3,P42574,0.1979999978542328,0.11999999731779099,0.51
SLC3A2,P08195,CASP3,P42574,0.27999999904632566,0.2199999988079071,0.52
MYBBP1A,Q9BQG0,CASP3,P42574,0.2600000057220459,0.18000000715255737,0.58
ABHD12,Q8N2K0,CASP3,P42574,0.18200000119209292,0.10000000149011612,0.51
TOMM40,O96008,CASP3,P42574,0.2819999957084656,0.23999999463558197,0.45
TMEM135,Q86UB9,CASP3,P42574,0.21399999618530274,0.12999999523162842,0.55
MGST3,O14880,CASP3,P42574,0.18000000286102297,0.09000000357627869,0.54
MVP,Q14764,CASP3,P42574,0.2539999990463257,0.2199999988079071,0.39
WDFY1,Q8IWB7,CASP3,P42574,0.2139999978542328,0.11999999731779099,0.59
RAB10,P61026,CASP3,P42574,0.21200000047683717,0.14000000059604645,0.5
