gene_name,accession_id,gene_name_bait,accession_id_bait,P48431_model_1_multimer_score(iptm+ptm),P48431_model_1_multimer_score(iptm),P48431_model_1_multimer_score(ptm)
ALYREF,Q86V81,SOX2,P48431,0.17799999713897707,0.1599999964237213,0.25
LSM14A,Q8ND56,SOX2,P48431,0.14399999618530274,0.12999999523162842,0.2
CHTOP,Q9Y3Y2,SOX2,P48431,0.21400000238418582,0.20000000298023224,0.27
TOMM5,Q8N4H5,SOX2,P48431,0.15999999618530275,0.12999999523162842,0.28
NCL,P19338,SOX2,P48431,0.1459999978542328,0.11999999731779099,0.25
LUM,P51884,SOX2,P48431,0.376000002861023,0.3400000035762787,0.52
APOC2,P02655,SOX2,P48431,0.18399999713897708,0.1599999964237213,0.28
RSL1D1,O76021,SOX2,P48431,0.1540000011920929,0.10000000149011612,0.37
NDUFA10,O95299,SOX2,P48431,0.19799999618530273,0.12999999523162842,0.47
LARP1B,Q659C4,SOX2,P48431,0.20999999809265138,0.1899999976158142,0.29
CHMP2B,Q9UQN3,SOX2,P48431,0.12400000286102296,0.09000000357627869,0.26
ADARB1,P78563,SOX2,P48431,0.2200000047683716,0.15000000596046448,0.5
DLAT,P10515,SOX2,P48431,0.15399999952316284,0.10999999940395355,0.33
SNRPD2,P62316,SOX2,P48431,0.2040000057220459,0.18000000715255737,0.3
DKC1,O60832,SOX2,P48431,0.21200000047683717,0.14000000059604645,0.5
PCMT1,P22061,SOX2,P48431,0.18599999785423282,0.11999999731779099,0.45
CNOT9,Q92600,SOX2,P48431,0.2200000047683716,0.15000000596046448,0.5
AHCY,P23526,SOX2,P48431,0.19600000119209288,0.10000000149011612,0.58
CCT5,P48643,SOX2,P48431,0.19799999952316286,0.10999999940395355,0.55
TUBA3C,P0DPH7,SOX2,P48431,0.23000000047683716,0.14000000059604645,0.59
RACK1,P63244,SOX2,P48431,0.19199999952316285,0.10999999940395355,0.52
DHX9,Q08211,SOX2,P48431,0.2800000057220459,0.18000000715255737,0.68
SAMHD1,Q9Y3Z3,SOX2,P48431,0.2119999978542328,0.11999999731779099,0.58
PRKRA,O75569,SOX2,P48431,0.1460000011920929,0.10000000149011612,0.33
ITCH,Q96J02,SOX2,P48431,0.20600000047683717,0.14000000059604645,0.47
